Generation,GibberishLevel
1,2.193704021
1,2.291002384
1,2.136042733
1,2.512407898
1,2.669889439
1,2.412182186
1,2.32887697
1,2.40223569
1,2.585543202
1,2.630076888
1,2.57044609
1,2.443226956
1,2.183748367
1,2.580381239
1,1.949764494
1,2.635930648
1,1.999898456
1,2.105855817
1,2.296776419
1,2.125238469
1,2.470202573
1,1.898006259
1,2.402204837
1,2.585968467
1,2.553428321
1,2.175873134
1,2.258007813
1,2.051315352
1,2.724385872
1,2.099521247
1,2.307037244
1,2.318914147
1,2.637640668
1,2.49357724
1,2.637164451
1,2.279932674
1,2.586982346
1,2.515127411
1,2.511337184
1,2.587076371
1,2.285542717
1,2.651223093
1,2.516960694
1,2.40627636
1,1.938660943
1,2.629687826
1,1.98031469
1,2.168439704
1,2.284689288
1,1.84214282
1,2.287185064
1,2.296346593
1,2.535158083
1,2.288606674
1,2.653807655
1,2.446399568
1,2.328261794
1,2.482254852
1,2.145445871
1,2.573539929
1,2.375922731
1,2.516162635
1,2.34840856
1,2.477254141
1,1.769206217
1,2.618759096
1,2.490099434
1,2.386302546
1,2.549668838
1,2.329671072
1,1.869785451
1,2.478546654
1,2.315598194
1,2.098516244
1,2.236651264
1,1.743304946
1,2.491738408
1,2.504071156
1,2.365952378
2,2.605093814
2,2.389949027
2,2.623452002
2,2.243538657
2,2.319865461
2,2.25977443
2,2.124298769
2,2.373718316
2,2.325266521
2,2.386628985
2,2.425846322
2,2.221225397
2,2.411025616
2,2.51841226
2,2.628986604
2,2.529318967
2,2.410406007
2,1.888010738
2,2.586818457
2,2.66045124
2,2.280409014
2,2.405567817
2,2.376712145
2,1.685491631
2,2.219892882
2,2.474033626
2,2.284682904
2,2.43479453
2,2.162067675
2,2.201558352
2,2.108168246
2,2.233967401
2,2.327930213
2,1.4797061
2,2.524089346
2,2.380606803
2,1.724529332
2,1.581733299
2,2.437974231
2,2.543907386
2,2.227468617
2,2.632506146
2,2.479021241
2,2.481363788
2,2.251022368
2,2.388048494
2,1.590599039
2,2.192361842
2,2.495136106
2,1.979813082
2,2.258587769
2,2.565330003
2,2.407620487
2,1.84848961
2,2.26862725
2,2.321011296
2,2.248631708
2,2.422696514
2,2.472404355
2,2.196090131
2,2.316148269
2,2.511093438
2,2.277205859
2,2.595319435
2,2.408617158
2,2.175899649
2,2.564617976
2,2.329965344
2,2.24587222
2,2.48235908
2,2.618070008
2,2.339082203
2,2.413961979
2,2.362844677
2,2.43337408
2,2.291791167
2,2.424768597
2,1.882453707
2,2.478973289
2,2.467101056
2,2.527273661
2,2.552957445
2,2.541134574
2,2.146923787
2,2.276141088
2,2.226470744
2,2.4855733
2,2.378408555
2,2.37981531
2,2.463174044
2,2.252952888
2,1.262194461
2,2.143489644
2,1.996882225
2,2.440316836
2,2.530296881
2,2.465668708
2,2.456623006
2,2.158890765
2,2.343087374
2,2.322679492
2,2.44781806
2,2.198624114
2,2.295113844
2,1.705934444
2,2.257411633
2,2.355090255
2,2.511193846
2,2.424854574
2,2.255632892
2,2.570192318
2,1.438622526
2,2.125895922
2,1.89043527
2,1.792096743
2,2.45795871
2,2.23580508
2,2.461000792
2,1.821602742
2,2.560109529
2,2.200417812
2,1.558642894
2,2.210972515
2,2.370825248
2,2.391123059
2,2.288896801
2,2.178237286
2,2.507902496
2,2.490357393
2,2.40740782
2,2.527113024
2,2.637311344
2,1.872187509
